Marketing Channel,Purchase Platform,Product_Name,Region,AccountCreationMethod,Currency,CountryCode,Order_id,ProductID,User_id,Price_numeric,Price_,Purchase Ts,Created On,Ship Ts,Delivery Ts,Refund Ts,Time_To_ship
Direct,Desktop,Toys - Doll,<function <lambda> at 0x7eee915b4860>,Phone,USD,US,ORD00033042,PROD5840,USER0000003,100.0,USD 100.00,2019-12-07 00:00:00,2019-11-09 00:00:00,,,,
Direct,Desktop,Electronics - Webcam,Middle East,Google OAuth,AED,AE,ORD00098549,PROD7183,USER0000016,536.05,AED 536.05,2025-12-31 00:00:00,2025-07-07 00:00:00,01-01-2026,01/07/2026,,1.0
organic search,Mobile Web,Electronics - Phone Case,Asia Pacific,Google OAuth,SGD,SG,ORD00034951,PROD9291,USER0000010,206.42,SGD 206.42,2019-12-31,2019-12-26 00:00:00,2020-01-02 00:00:00,2020-01-08 00:00:00,,2.0
Direct,Desktop,Sports - Gym Bag,Europe,Facebook OAuth,EUR,ES,ORD00029458,PROD7559,USER0000002,55.73,EUR 55.73,2019-10-24 00:00:00,2019-07-28 00:00:00,,,,
Direct,Desktop,  Beauty - Lipstick  ,<function <lambda> at 0x7eee915b4860>,Facebook OAuth,USD,US,ORD00021749,PROD1051,USER0000002,38.48,USD 46.45,2019-07-28 00:00:00,2019-07-18 00:00:00,2019-08-06 00:00:00,09-08-2019,,9.0
Social Media - Facebook,Mobile Web,Electronics - Screen Protector,Europe,Facebook OAuth,GBP,GB,ORD00060709,PROD6453,USER0000002,197.5,GBP 197.50,2021-03-07 00:00:00,03/03/2021,2021-03-09 00:00:00,2021.03.15,,2.0
  Social Media - Facebook  ,Desktop,Home - Lamp,<function <lambda> at 0x7eee915b4860>,<function <lambda> at 0x7eee90f8bc40>,USD,US,ORD00029396,PROD3437,USER0000003,112.48,112 USD,2019-10-24 00:00:00,2019-10-24 00:00:00,2019-10-25 00:00:00,2019-10-27 00:00:00,2019-10-28 00:00:00,1.0
Paid Search,Mobile Web,Books - Cookbook,<function <lambda> at 0x7eee915b4860>,Apple ID,CAD,CA,ORD00082061,PROD3839,USER0000002,18.64,CAD 18.64,2022-12-29 00:00:00,2022-12-23 00:00:00,2023-01-02 00:00:00,01/08/2023,,4.0
Facebook,Desktop,Toys - Board Game,<function <lambda> at 0x7eee915b4860>,Google OAuth,USD,US,ORD00060842,PROD4176,USER0000009,61.13,61 USD,2021-03-10 00:00:00,2021-02-04 00:00:00,2021-03-15 00:00:00,03/18/2021,,5.0
Direct,Desktop,Food - Coffee Beans,<function <lambda> at 0x7eee915b4860>,Email,USD,,ORD00052061,PROD8551,USER0000006,25.94,USD 25.94,2020-09-18 00:00:00,2020-01-04 00:00:00,2020-09-20 00:00:00,2020-09-23 00:00:00,,2.0
Email Marketing,Desktop,Fashion - T-Shirt,<function <lambda> at 0x7eee915b4860>,Email,USD,US,ORD00066522,PROD7367,USER0000005,120.0,USD 120.00,2021-07-18 00:00:00,2020-07-18 00:00:00,2021-07-19 00:00:00,2021-07-23 00:00:00,,1.0
Paid Serch,Mobile Web,Home - Towel Set,<function <lambda> at 0x7eee915b4860>,Email,USD,US,ORD00056188,PROD1057,USER0000004,141.6,USD 141.60,2020-12-03 00:00:00,2020-03-06 00:00:00,,,,
Email Marketing,Mobile App,Fashion - Sunglasses,<function <lambda> at 0x7eee915b4860>,Facebook OAuth,USD,US,ORD00073962,PROD7695,USER0000003,93.28,USD 93.28,2022-02-16 00:00:00,14-02-2022,2022-02-18 00:00:00,02/21/2022,,2.0
Organic Search,Mobile Web,Beauty - Perfume,<function <lambda> at 0x7eee915b4860>,Apple ID,USD,US,ORD00002545,PROD9199,USER0000002,20.75,USD 20.75,2019-01-23 00:00:00,2019-01-01 00:00:00,2019-01-26 00:00:00,2019-01-30 00:00:00,,3.0
Direct,Mobile Web,Electronics - Mouse,Asia Pacific,Email,INR,IN,ORD00038608,PROD2263,USER0000043,13799.16,INR 13799.16,02/20/2020,2019-11-23 00:00:00,2020-02-21 00:00:00,2020-02-27 00:00:00,,1.0
Direct,Desktop,  Fashion - Backpack  ,<function <lambda> at 0x7eee915b4860>,Facebook OAuth,CAD,CA,ORD00008992,PROD5509,USER0000009,44.92,CAD 44.92,2019-03-22 00:00:00,2019-01-24 00:00:00,,,,
Social Media - Instagram,Desktop,Fashion - Socks,<function <lambda> at 0x7eee915b4860>,Email,USD,US,ORD00069497,PROD1298,USER0000003,51.17,USD 51.17,2021-10-06 00:00:00,2021-08-17 00:00:00,2021-10-07 00:00:00,2021-10-10 00:00:00,,1.0
Social Media-Facebook,Mobile App,Home - Storage Basket,Asia Pacific,<function <lambda> at 0x7eee90f8bc40>,INR,IN,ORD00066937,PROD8953,USER0000003,4250.04,INR 4250.04,2021-07-29 00:00:00,2021-07-29 00:00:00,2021-07-31 00:00:00,2021-08-09 00:00:00,,2.0
Social Media - Instagram,Desktop,Electronics - Smart Watch,Europe,Google OAuth,GBP,GB,ORD00090920,PROD8383,USER0000043,87.04,GBP 87.04,2024-07-21,2024-07-08 00:00:00,2024-07-23 00:00:00,2024-07-28 00:00:00,,2.0
Email Marketing,Desktop,Electronics - Mouse,<function <lambda> at 0x7eee915b4860>,Facebook OAuth,CAD,CA,ORD00036546,PROD1835,USER0000003,220.18,CAD 220.18,2020-01-21 00:00:00,2019-11-19 00:00:00,,,,
Direct,Mobile Web,Fashion - Jacket,Asia Pacific,Google OAuth,JPY,JP,ORD00033881,PROD9137,USER0000003,7505.26,JPY 7505.26,2019-12-17 00:00:00,2019-11-10 00:00:00,2019-12-18 00:00:00,2019-12-26 00:00:00,,1.0
Email Marketing,Mobile Web,Electronics - Portable Charger,Asia Pacific,Facebook OAuth,SGD,SG,ORD00015088,PROD6812,USER0000007,173.46,SGD 173.46,2019-05-20 00:00:00,2019-05-10 00:00:00,2019-05-21 00:00:00,05/27/2019,,1.0
Direct,Desktop,Home - Rug,Europe,Google OAuth,EUR,DE,ORD00001957,PROD5450,USER0000002,47.77,EUR 47.77,2019-01-18 00:00:00,2019-01-01 00:00:00,2019-01-23 00:00:00,2019-01-28 00:00:00,,5.0
Paid Search,Desktop,Beauty - Body Lotion,Asia Pacific,Facebook OAuth,NZD,NZ,ORD00004073,PROD4729,USER0000003,80.33,80.33,05-02-2019,2019-01-21 00:00:00,,,2019-02-19 00:00:00,
Paid Search,Desktop,Home - Rug,Asia Pacific,Email,AUD,AU,ORD00007879,PROD9825,USER0000004,135.11,AUD 135.11,2019-03-11 00:00:00,2019-01-17 00:00:00,2019-03-12 00:00:00,2019-03-16 00:00:00,,1.0
Organic Search,Desktop,Fashion - Backpack,South America,Email,BRL,BR,ORD00099234,PROD7947,USER0000025,299.37,BRL 299.37,2025-12-31 00:00:00,2025-10-19 00:00:00,2026-01-02 00:00:00,01/10/2026,,2.0
Affiliate,Mobile Web,Sports - Fitness Tracker,  Asia Pacific  ,Email,AUD,AU,ORD00021397,PROD8130,USER0000003,92.54,AUD 92.54,24-07-2019,2019-07-14 00:00:00,26-07-2019,2019-08-01 00:00:00,,2.0
Social Media - Facebook,Desktop,Food - Hot Sauce,<function <lambda> at 0x7eee915b4860>,Email,USD,US,ORD00092799,PROD6452,USER0000002,40.92,USD 40.92,06-02-2025,2024-12-27 00:00:00,2025-02-08 00:00:00,2025-02-13 00:00:00,,2.0
Direct,Mobile Web,Sports - Fitness Tracker,<function <lambda> at 0x7eee915b4860>,Phone,USD,US,ORD00064230,PROD6627,USER0000020,77.85,USD 77.85,2021-05-25 00:00:00,2021-05-16 00:00:00,2021-05-27 00:00:00,29-05-2021,,2.0
Paid Search,Desktop,Sports - Gym Bag,<function <lambda> at 0x7eee915b4860>,Email,CAD,CA,ORD00052610,PROD4860,USER0000002,193.21,CAD 193.21,2020.09.28,2020-07-09 00:00:00,2020-09-30 00:00:00,2020-10-03 00:00:00,,2.0
Social Media - TikTok,Mobile Web,Food - Tea Set,<function <lambda> at 0x7eee915b4860>,Facebook OAuth,USD,US,ORD00036180,PROD3445,USER0000046,58.25,USD 58.25,2020-01-16 00:00:00,2020-01-15 00:00:00,,,,
Direct,Desktop,Beauty - Nail Polish,Europe,Google OAuth,EUR,NL,ORD00053664,PROD3839,USER0000003,28.38,EUR 28.38,10/17/2020,2020-07-05 00:00:00,2020-10-18 00:00:00,10/26/2020,,1.0
Direct,Desktop,Toys - Puzzle,Europe,Email,EUR,FR,ORD00013023,PROD4634,USER0000010,92.0,EUR 92.00,2019-04-29 00:00:00,2019-04-17 00:00:00,2019-05-01 00:00:00,06-05-2019,,2.0
Organic Search,Desktop,Fashion - Jacket,Europe,Apple ID,EUR,DE,ORD00001939,PROD2996,USER0000002,63.27,EUR 63.27,2019-01-17 00:00:00,2019.01.01,2019-01-19 00:00:00,2019-01-25 00:00:00,,2.0
OrganicSearch,Desktop,Electronics - Keyboard,<function <lambda> at 0x7eee915b4860>,Email,CAD,CA,ORD00054449,PROD2358,USER0000006,229.02,CAD 229.02,2020-10-31 00:00:00,2020-10-30 00:00:00,,,,
Direct,Mobile Web,Books - Self-Help Book,<function <lambda> at 0x7eee915b4860>,Email,USD,US,ORD00065335,PROD8557,USER0000006,22.23,USD 22.23,2021-06-20 00:00:00,2021-05-05 00:00:00,2021-06-22 00:00:00,2021-06-27 00:00:00,,2.0
Social Media - TikTok,Desktop,Fashion - Dress,<function <lambda> at 0x7eee915b4860>,Google OAuth,CAD,CA,ORD00039595,PROD5231,USER0000002,87.72,CAD 87.72,2020-03-05 00:00:00,2019-12-18 00:00:00,2020-03-09 00:00:00,2020-03-13 00:00:00,,4.0
Paid Search,Mobile Web,Electronics - USB Cable,<function <lambda> at 0x7eee915b4860>,Email,USD,US,ORD00094523,PROD7024,USER0002039,80.79,USD 80.79,2025-09-22 00:00:00,2025-09-18 00:00:00,2025-09-23 00:00:00,09/28/2025,,1.0
YouTube,Mobile App,Sports - Yoga Mat,<function <lambda> at 0x7eee915b4860>,Email,CAD,CA,ORD00000857,PROD5781,USER0000015,173.44,CAD 173.44,01/08/2019,2019-01-07 00:00:00,,,,
Paid Search,Desktop,Sports - Resistance Bands,Europe,Facebook OAuth,GBP,GB,ORD00065146,PROD6829,USER0000003,68.56,GBP 68.56,2021-06-16 00:00:00,2021-04-18 00:00:00,2021-06-17 00:00:00,2021-06-20 00:00:00,,1.0
Organic Search,Desktop,Beauty - Nail Polish,Europe,Email,EUR,FR,ORD00002998,PROD7718,USER0000011,37.52,EUR 37.52,2019-01-27 00:00:00,2019-01-10 00:00:00,2019-01-28 00:00:00,2019-02-02 00:00:00,,1.0
Paid Search,Mobile Web,Sports - Protein Powder,<function <lambda> at 0x7eee915b4860>,Email,USD,US,ORD00002663,PROD1505,USER0000002,86.62,USD 86.62,2019-01-24 00:00:00,2019-01-01 00:00:00,2019-01-27 00:00:00,2019-01-29 00:00:00,,3.0
Affiliate,Mobile Web,Electronics - Screen Protector,South America,Facebook OAuth,BRL,BR,ORD00062478,PROD1419,USER0000003,333.76,BRL 333.76,2021-04-14 00:00:00,2021-02-07 00:00:00,2021-04-15 00:00:00,2021-04-21 00:00:00,,1.0
YouTube,Desktop,Fashion - Sneakers,<function <lambda> at 0x7eee915b4860>,Email,USD,US,ORD00036931,PROD3002,USER0000002,39.7,USD 39.70,2020.01.26,2019-10-28 00:00:00,2020-01-29 00:00:00,2020-02-02 00:00:00,,3.0
  Organic Search  ,Desktop,Electronics - Phone Case,Europe,Email,EUR,,ORD00059690,PROD4109,USER0000012,63.38,EUR 63.38,2021-02-12 00:00:00,2020-06-13 00:00:00,2021-02-14 00:00:00,2021-02-20 00:00:00,,2.0
Direct,Desktop,Electronics - Screen Protector,Europe,Facebook OAuth,EUR,DE,ORD00082663,PROD5196,USER0000004,230.0,EUR 230.00,2023-01-26 00:00:00,2022-12-10 00:00:00,2023-01-28 00:00:00,2023-02-03 00:00:00,,2.0
Organic Search,Desktop,Fashion - Backpack,Europe,Email,EUR,NL,ORD00077406,PROD6113,USER0000216,65.38,EUR 65.38,2022-06-18 00:00:00,2021-06-18 00:00:00,2022-06-19 00:00:00,06/24/2022,,1.0
Social Media - Facebook,Desktop,Fashion - Scarf,<function <lambda> at 0x7eee915b4860>,Email,USD,US,ORD00091168,PROD8084,USER0000003,94.8,USD 94.80,2024-08-13 00:00:00,2024-05-25 00:00:00,08/14/2024,2024-08-18 00:00:00,2024-08-20 00:00:00,1.0
Direct,Mobile App,Beauty - Nail Polish,<function <lambda> at 0x7eee915b4860>,Google OAuth,USD,US,ORD00031448,PROD3615,USER0000002,49.64,USD 49.64,2019-11-18 00:00:00,2019-06-23 00:00:00,2019-11-21 00:00:00,2019-11-25 00:00:00,,3.0
Organic Search,Desktop,Fashion - Jeans,Europe,<function <lambda> at 0x7eee90f8bc40>,GBP,GB,ORD00043413,PROD5214,USER0000005,50.89,51 GBP,2020-04-29 00:00:00,2020-04-29 00:00:00,2020-05-01 00:00:00,2020-05-05 00:00:00,,2.0
Organic Search,Mobile Web,Food - Snack Mix,Europe,Google OAuth,EUR,,ORD00062034,PROD4652,USER0000005,20.14,EUR 20.14,2021-04-04 00:00:00,2021-03-15 00:00:00,2021.04.08,13-04-2021,,4.0
Social Media - Facebook,Mobile Web,Electronics - Wireless Earbuds,Europe,Google OAuth,EUR,ES,ORD00047168,PROD5711,USER0000003,151.57,EUR 151.57,06/27/2020,2020-04-17 00:00:00,2020-07-06 00:00:00,07/11/2020,,9.0
Email Marketing,Mobile App,Sports - Fitness Tracker,Europe,Google OAuth,EUR,FR,ORD00017094,PROD8927,USER0000009,42.11,EUR 42.11,2019-06-09 00:00:00,2019-04-12 00:00:00,2019-06-10 00:00:00,2019-06-16 00:00:00,,1.0
Organic Search,Desktop,Books - Sci-Fi Novel,Europe,Google OAuth,EUR,ES,ORD00075952,PROD4824,USER0000021,14.6,EUR 14.60,2022-04-27 00:00:00,2021-12-24 00:00:00,2022-05-02 00:00:00,07-05-2022,,5.0
Organic Search,Desktop,Books - Cookbook,<function <lambda> at 0x7eee915b4860>,Email,USD,US,ORD00005216,PROD3270,USER0000002,21.42,USD 21.42,15-02-2019,2019-01-01 00:00:00,2019-02-17 00:00:00,2019.02.22,,2.0
Organic Search,Desktop,Toys - Board Game,Europe,Google OAuth,GBP,GB,ORD00094565,PROD5165,USER0000008,47.08,GBP 47.08,2025-09-29 00:00:00,2025-08-18 00:00:00,,,,
Organic Search,Mobile Web,Home - Throw Pillow,Europe,Facebook OAuth,GBP,GB,ORD00061175,PROD7003,USER0000258,36.67,GBP 36.67,2021-03-16 00:00:00,2020-12-16 00:00:00,2021-03-18 00:00:00,2021-03-23 00:00:00,,2.0
Social Media - Instagram,Desktop,Beauty - Perfume,Asia Pacific,Google OAuth,JPY,,ORD00046954,PROD7058,USER0000003,4436.59,JPY 4436.59,2020-06-24 00:00:00,2020.05.12,2020-06-25 00:00:00,2020-07-01 00:00:00,,1.0
Direct,Mobile App,Home - Coffee Maker,South America,Google OAuth,BRL,BR,ORD00003254,PROD2770,USER0000004,246.31,BRL 246.31,29-01-2019,2019-01-01 00:00:00,2019-02-12 00:00:00,2019-02-17 00:00:00,,14.0
Organic Search,Mobile Web,Electronics - Portable Charger,Africa,Apple ID,ZAR,ZA,ORD00059002,PROD5538,USER0000002,,ZAR 1766.62,2021-01-29 00:00:00,2020-11-03 00:00:00,2021-01-31 00:00:00,2021-02-05 00:00:00,,2.0
Direct,Desktop,Food - Protein Bar Box,<function <lambda> at 0x7eee915b4860>,Email,USD,US,ORD00046522,PROD1133,USER0000037,60.0,USD 60.00,2020-06-17 00:00:00,17-06-2020,2020-06-18 00:00:00,2020-06-22 00:00:00,,1.0
Paid Search,Desktop,Home - Candle,Asia Pacific,Email,AUD,AU,ORD00078794,PROD5332,USER0000003,83.27,AUD 83.27,2022-08-10 00:00:00,2022-01-15 00:00:00,2022-08-11 00:00:00,08/16/2022,2022-08-18 00:00:00,1.0
Display Ads,Mobile App,Food - Tea Set,<function <lambda> at 0x7eee915b4860>,Email,USD,US,ORD00025489,PROD7426,USER0000002,26.13,USD 26.13,2019-09-07 00:00:00,2019-06-24 00:00:00,,,,
Affiliate,Mobile Web,Sports - Protein Powder,Asia Pacific,Google OAuth,AUD,AU,ORD00005800,PROD7897,USER0000014,98.93,AUD 98.93,2019-02-21 00:00:00,2019-02-04 00:00:00,,,,
Social Media - Facebook,Mobile Web,  Food - Hot Sauce  ,<function <lambda> at 0x7eee915b4860>,Email,USD,US,ORD00087650,PROD6137,USER0000002,19.79,USD 19.79,2023-11-05 00:00:00,2023-11-02 00:00:00,2023-11-06 00:00:00,2023-11-10 00:00:00,,1.0
Organic Search,Mobile Web,Electronics - Webcam,<function <lambda> at 0x7eee915b4860>,Facebook OAuth,USD,US,ORD00018766,PROD7062,USER0000002,150.07,USD 150.07,2019.06.26,2019-06-21 00:00:00,,,,
Email Marketing,Desktop,Home - Rug,Europe,Email,EUR,NL,ORD00062973,PROD9326,USER0000003,117.1,EUR 117.10,2021-04-25,2021-04-03 00:00:00,,,,
Social Media - Facebook,Mobile App,Fashion - Socks,<function <lambda> at 0x7eee915b4860>,<function <lambda> at 0x7eee90f8bc40>,USD,,ORD00076805,PROD2333,USER0000009,82.41,USD 82.41,27-05-2022,2022-05-27 00:00:00,2022-05-28 00:00:00,2022-05-30 00:00:00,,1.0
Social Media - Instagram,Desktop,Electronics - Portable Charger,Europe,Google OAuth,GBP,GB,ORD00015295,PROD1524,USER0000002,111.36,GBP 111.36,2019-05-22 00:00:00,2019-01-14 00:00:00,2019-05-26 00:00:00,2019-05-31 00:00:00,,4.0
Display Ads,Mobile Web,Home - Coffee Maker,Europe,Phone,EUR,DE,ORD00048413,PROD4994,USER0000003,138.0,EUR 138.00,2020-07-18 00:00:00,2020-06-20 00:00:00,,,,
Direct,Mobile App,Electronics - Keyboard,<function <lambda> at 0x7eee915b4860>,Email,USD,US,ORD00019517,PROD8634,USER0000002,103.62,USD 103.62,2019-07-04 00:00:00,2019-06-24 00:00:00,2019-07-05 00:00:00,2019-07-08 00:00:00,,1.0
Social Media - Facebook,Desktop,Books - Cookbook,Asia Pacific,Apple ID,SGD,SG,ORD00037201,,USER0000002,35.74,SGD 35.74,2020-01-31 00:00:00,2020-01-10 00:00:00,2020-02-02 00:00:00,2020-02-10 00:00:00,,2.0
Paid Search,Mobile Web,Fashion - Jacket,Middle East,Google OAuth,SAR,SA,ORD00009601,PROD5861,USER0007239,150.86,SAR 150.86,2019-03-27 00:00:00,2019-01-01 00:00:00,2019-04-03 00:00:00,2019-04-10 00:00:00,,7.0
Social Media - Facebook,Mobile Web,Electronics - Wireless Earbuds,Asia Pacific,<function <lambda> at 0x7eee90f8bc40>,INR,IN,ORD00057835,PROD5490,USER0000005,9688.16,INR 9688.16,2021-01-05 00:00:00,2021-01-05 00:00:00,2021-01-06 00:00:00,2021.01.13,,1.0
Display Ads,Desktop,  Beauty - Face Mask  ,  Europe  ,Email,EUR,FR,ORD00043708,PROD9125,USER0000002,69.32,EUR 69.32,05/04/2020,2020-04-09 00:00:00,2020-05-05 00:00:00,2020-05-11 00:00:00,,1.0
Organic Search,Desktop,Fashion - Jacket,<function <lambda> at 0x7eee915b4860>,Email,CAD,CA,ORD00080235,PROD6437,USER0000008,98.01,CAD 98.01,2022-10-10 00:00:00,07/26/2022,2022-10-12 00:00:00,2022-10-17 00:00:00,2022-10-18 00:00:00,2.0
Direct,Mobile Web,Home - Curtains,Middle East,Google OAuth,SAR,SA,ORD00042685,PROD9796,USER0000004,464.46,SAR 464.46,2020-04-18 00:00:00,2020-03-06 00:00:00,2020.04.20,2020-04-25 00:00:00,,2.0
Affiliate,Mobile Web,Fashion - Socks,Europe,Facebook OAuth,EUR,DE,ORD00089779,PROD3458,USER0000002,41.89,EUR 41.89,2024.04.11,2024-03-27 00:00:00,2024-04-13 00:00:00,19-04-2024,,2.0
Organic Search,Desktop,Home - Curtains,<function <lambda> at 0x7eee915b4860>,Facebook OAuth,USD,US,ORD00095128,PROD7127,USER0000011,85.02,USD 85.02,2025-12-27 00:00:00,2025-11-24 00:00:00,2025-12-30 00:00:00,01/03/2026,,3.0
Organic Search,Mobile Web,Sports - Dumbbells,Europe,Google OAuth,EUR,IT,ORD00058372,,USER0000002,58.04,EUR 58.04,2021.01.16,2020-11-14 00:00:00,2021-01-17 00:00:00,2021-01-22 00:00:00,,1.0
Social Media - Instagram,Mobile Web,Fashion - Belt,<function <lambda> at 0x7eee915b4860>,Google OAuth,USD,US,ORD00052979,PROD3497,USER0000002,59.41,USD 59.41,2020-10-05 00:00:00,2020-08-04 00:00:00,2020-10-04,2020-10-09 00:00:00,,2.0
Social Media - Instagram,Mobile Web,Fashion - Jacket,<function <lambda> at 0x7eee915b4860>,Email,USD,US,ORD00053208,PROD4979,USER0000005,76.14,USD 76.14,08-10-2020,2020-07-10 00:00:00,2020-10-12 00:00:00,10/18/2020,,4.0
Paid Search,Desktop,Beauty - Lipstick,Africa,Email,NGN,NG,ORD00071646,PROD3335,USER0000002,,NGN 16696.15,2021-12-07 00:00:00,2021-08-30 00:00:00,2021-12-09 00:00:00,2021.12.21,,2.0
  Organic Search  ,Mobile Web,Home - Bed Sheets,  Europe  ,Google OAuth,EUR,ES,ORD00039596,PROD3362,USER0000004,69.0,69 EUR,2020-03-05 00:00:00,11/20/2019,2020-03-08 00:00:00,03/13/2020,,3.0
Display Ads,Mobile App,Fashion - T-Shirt,Europe,Google OAuth,EUR,DE,ORD00004685,PROD6068,USER0000004,64.77,EUR 64.77,2019-02-11 00:00:00,2019-01-16 00:00:00,,,,
Direct,Desktop,Toys - Board Game,Europe,Email,EUR,IT,ORD00057283,PROD1867,USER0000004,62.51,63 EUR,2020-12-24 00:00:00,2020-12-11 00:00:00,2020-12-27 00:00:00,2021-01-02 00:00:00,,3.0
Organic Serach,Mobile Web,Books - Biography,Asia Pacific,Email,INR,IN,ORD00000867,PROD4122,USER0000012,1573.34,INR 1573.34,2019-01-08 00:00:00,2019-01-01 00:00:00,09-01-2019,2019-01-16 00:00:00,,1.0
YouTube,Mobile Web,Electronics - Portable Charger,Europe,<function <lambda> at 0x7eee90f8bc40>,EUR,DE,ORD00074989,PROD1112,USER0000009,92.01,EUR 92.01,2022-03-25 00:00:00,2022-03-25 00:00:00,,,,
Social Media - Facebook,Mobile App,Electronics - Keyboard,Asia Pacific,Apple ID,INR,IN,ORD00051253,PROD6748,USER0000002,6222.19,INR 6222.19,09/04/2020,2020-08-11 00:00:00,2020-09-07 00:00:00,2020-09-15 00:00:00,,3.0
Organic Serach,Mobile App,Sports - Running Shoes,<function <lambda> at 0x7eee915b4860>,Facebook OAuth,USD,US,ORD00034982,PROD1416,USER0000007,62.9,USD 62.90,2019-12-31 00:00:00,2019-08-05 00:00:00,02-01-2020,01/05/2020,,2.0
Email Marketing,Desktop,Fashion - Dress,<function <lambda> at 0x7eee915b4860>,Facebook OAuth,USD,US,ORD00006668,PROD6149,USER0000005,113.24,USD 113.24,2019-03-01 00:00:00,2019-02-21 00:00:00,2019-03-02 00:00:00,2019-03-05 00:00:00,,1.0
Direct,Desktop,Electronics - Smart Watch,Asia Pacific,Facebook OAuth,SGD,SG,ORD00052139,PROD8718,USER0000002,155.82,SGD 155.82,2020-09-19,2020-07-22 00:00:00,2020-09-20 00:00:00,2020-09-28 00:00:00,,1.0
Direct,Desktop,Beauty - Serum,Asia Pacific,Facebook OAuth,AUD,AU,ORD00063025,PROD1082,USER0000120,47.12,AUD 47.12,2021-04-26 00:00:00,05-03-2021,2021-04-29 00:00:00,2021-05-06 00:00:00,,3.0
Affiliate,Desktop,Electronics - Smart Watch,<function <lambda> at 0x7eee915b4860>,<function <lambda> at 0x7eee90f8bc40>,USD,US,ORD00046334,PROD1663,USER0000004,93.04,USD 93.04,2020-06-14 00:00:00,2020.06.14,2020-06-15 00:00:00,2020-06-19 00:00:00,,1.0
Social Media - Facebook,Desktop,Beauty - Face Moisturizer,<function <lambda> at 0x7eee915b4860>,Facebook OAuth,USD,US,ORD00038588,PROD8017,USER0000010,40.71,USD 40.71,2020-02-20 00:00:00,2020-01-22 00:00:00,,,,
Organic Search,Desktop,Home - Picture Frame,<function <lambda> at 0x7eee915b4860>,Email,USD,US,ORD00083113,PROD5450,USER0000002,88.98,USD 88.98,2023-02-17 00:00:00,2023-02-02 00:00:00,2023-03-03 00:00:00,2023.03.07,,14.0
Direct,Mobile Web,Electronics - Wireless Earbuds,<function <lambda> at 0x7eee915b4860>,Facebook OAuth,USD,US,ORD00071795,PROD1499,USER0000005,89.19,USD 89.19,2021-12-11 00:00:00,2021-11-10 00:00:00,2021-12-13 00:00:00,2021-12-16 00:00:00,,2.0
Paid Search,Mobile Web,Books - Cookbook,Europe,Google OAuth,EUR,FR,ORD00007778,PROD1958,USER0000002,20.06,EUR 20.06,2019-03-10 00:00:00,2019-02-01 00:00:00,2019-03-11 00:00:00,2019-03-18 00:00:00,,1.0
Social Media - Facebook,Mobile App,Food - Hot Sauce,<function <lambda> at 0x7eee915b4860>,Facebook OAuth,USD,US,ORD00050240,PROD8638,USER0000003,25.93,USD 25.93,2020-08-18,2020-04-04 00:00:00,2020-08-19 00:00:00,2020-08-25 00:00:00,,1.0
Social Media - Facebook,Mobile Web,Electronics - Mouse,<function <lambda> at 0x7eee915b4860>,Google OAuth,CAD,CA,ORD00080813,PROD7204,USER0000002,188.83,CAD 188.83,2022-11-03 00:00:00,2022-10-20 00:00:00,2022-11-09 00:00:00,2022-11-13 00:00:00,,6.0
Paid Search,Desktop,Toys - Action Figure,Europe,Google OAuth,EUR,ES,ORD00017850,PROD6755,USER0000003,61.2,EUR 61.20,2019-06-17 00:00:00,2019-06-05 00:00:00,2019-06-25 00:00:00,2019-06-28 00:00:00,,8.0
Social Media - Instagram,Mobile Web,Electronics - HDMI Cable,Asia Pacific,Apple ID,AUD,AU,ORD00087021,PROD6318,USER0000002,112.26,112.26,2023-09-27 00:00:00,2023-02-12 00:00:00,2023-09-29 00:00:00,2023-10-08 00:00:00,,2.0
Paid Search,Desktop,Electronics - Wireless Earbuds,Asia Pacific,<function <lambda> at 0x7eee90f8bc40>,JPY,JP,ORD00052974,PROD8563,USER0000002,14388.04,JPY 14388.04,2020-10-04 00:00:00,2020-10-04 00:00:00,06-10-2020,2020-10-13 00:00:00,,2.0
  Affiliate  ,Desktop,Home - Picture Frame,Europe,Phone,EUR,IT,ORD00064742,PROD4322,USER0000136,48.26,EUR 48.26,2021-06-06 00:00:00,2021-05-10 00:00:00,2021-06-07 00:00:00,2021-06-12 00:00:00,,1.0
Organic Search,Mobile Web,Electronics - Screen Protector,Asia Pacific,Apple ID,AUD,AU,ORD00085629,PROD3572,USER0000021,127.65,AUD 127.65,05-07-2023,18-04-2023,,,2023-07-19 00:00:00,
Affiliate,Desktop,Electronics - Keyboard,Europe,Email,EUR,FR,ORD00046582,PROD3744,USER0000014,156.03,EUR 156.03,2020-06-18 00:00:00,2020-02-19 00:00:00,2020-06-19 00:00:00,2020.06.24,,1.0
Direct,Mobile Web,Home - Lamp,<function <lambda> at 0x7eee915b4860>,Email,USD,US,ORD00077097,PROD1252,USER0000003,54.13,USD 54.13,2022-06-07 00:00:00,22-04-2022,2022-06-09 00:00:00,2022-06-13 00:00:00,,2.0
Social Media - Instagram,Mobile Web,Beauty - Shampoo,<function <lambda> at 0x7eee915b4860>,Email,USD,US,ORD00070910,PROD1846,USER0000002,24.91,USD 24.91,2021-11-14 00:00:00,2021-08-03 00:00:00,2021-11-22 00:00:00,2021-11-24 00:00:00,,8.0
